5001
09 30 9522
12 25 4878
11 11 2200
02 07 4328
02 26 8113
10 18 6022
01 04 4749
04 08 7889
11 15 5600
02 22 8001
04 11 8753
09 28 4191
11 20 4900
06 16 9400
12 05 4565
02 12 4134
03 27 4202
06 23 6558
11 01 5776
01 30 6467
08 11 5461
11 13 5142
08 20 5309
04 25 3696
10 13 7494
09 12 1951
10 07 4988
06 29 4049
02 13 7928
08 15 9550
09 03 1345
08 25 7598
12 01 1308
10 22 5150
12 09 5623
08 28 2261
08 23 3247
01 19 7848
07 26 5232
01 17 7366
03 04 9759
02 16 1822
03 18 2279
06 25 6776
06 11 2678
07 17 8470
05 01 1296
10 01 9246
04 08 6498
07 13 8676
12 10 7841
04 17 1662
07 01 4947
01 31 3409
02 28 4320
09 20 3174
11 10 2192
06 26 8800
08 11 2139
10 03 2903
02 24 7772
09 28 1532
05 07 9146
05 11 7975
02 01 9099
05 16 5984
06 17 7261
07 05 4948
06 04 8763
10 21 6988
02 11 6244
10 10 2482
11 05 8836
11 17 8308
03 12 6688
02 18 9126
09 23 5898
08 14 6096
05 25 6523
09 03 4513
10 02 6701
05 14 5492
03 06 3678
10 23 1002
06 29 1086
10 26 1359
12 08 2938
11 02 3924
05 19 6146
04 08 6787
05 24 3545
07 11 6981
01 04 3521
11 29 7471
11 30 5693
11 22 7178
08 15 9266
01 28 1400
11 12 3782
01 05 2760
11 10 4830
03 15 7481
10 01 2057
12 26 3120
09 30 7406
09 07 2723
04 19 6163
01 31 6429
08 28 8224
09 18 4470
11 23 9119
07 08 3930
05 13 9235
07 20 6884
02 11 4274
04 21 7311
01 21 7153
10 01 9409
11 15 3001
05 02 2429
03 31 2903
04 17 4371
05 16 1109
01 20 4853
06 01 9178
06 11 6059
11 26 5330
01 30 4202
06 11 3132
11 05 5751
02 08 5679
04 15 2158
09 06 5052
01 28 8061
11 11 7015
11 22 7236
01 21 3346
01 05 8727
12 09 4780
05 24 7961
11 19 1238
06 22 1608
09 09 5613
07 16 2014
10 23 6189
10 16 7077
08 18 7347
05 18 4146
03 06 2337
11 30 1324
05 19 2841
05 13 4275
12 08 2053
10 10 9201
03 14 9066
12 13 9105
06 12 3171
04 21 8242
02 01 9013
09 10 8880
04 19 1455
01 02 9313
06 16 6148
07 23 9541
01 03 7486
08 28 3021
02 07 4449
11 27 7489
09 21 4377
05 15 9528
04 29 9450
02 06 3505
03 08 2514
02 13 1782
04 05 8159
04 14 7995
09 11 7924
03 13 4361
01 01 3351
04 02 3776
04 26 9878
02 10 6208
02 03 1327
08 07 4919
12 03 2900
08 08 3393
05 24 3051
08 22 5884
06 02 2557
04 28 5787
04 15 4401
07 22 5206
01 11 2164
09 04 8127
07 22 6211
04 06 8355
02 21 1907
06 09 3336
01 25 5836
03 15 9133
12 30 1868
07 24 5281
08 16 6110
03 04 4016
10 21 4957
03 20 1200
08 15 9762
01 29 1270
01 27 3939
07 26 5046
03 05 1725
07 08 7413
08 19 6468
03 02 4749
05 21 4143
12 04 8692
04 08 5390
07 07 2054
04 29 5413
02 19 5683
06 02 4481
06 23 3080
02 12 4209
02 06 6902
09 26 6351
11 30 9080
01 19 6100
02 20 1446
05 18 6332
02 05 6034
07 01 4204
11 30 5147
03 06 9885
06 26 9741
10 30 1162
11 12 3540
06 21 9378
06 06 2942
02 07 5742
03 21 6098
04 06 6977
09 01 2686
04 19 5399
11 19 3688
02 06 4891
03 18 7717
07 13 5326
12 22 5069
11 30 5284
11 06 6062
05 23 1781
05 06 6392
02 02 1879
11 26 6189
11 18 5798
12 09 7250
09 08 9508
11 05 1255
12 09 7882
05 02 1663
02 03 6786
10 06 1812
01 06 1793
09 29 7624
04 10 7490
10 11 4164
12 24 2166
07 26 6381
07 17 5326
07 07 7142
10 03 8466
01 16 6548
07 15 9396
01 22 4534
01 16 5545
10 18 5383
08 30 3915
05 24 1707
09 26 7050
03 03 1172
09 21 9583
06 27 2090
08 10 3879
04 23 3584
05 04 1434
09 26 5170
09 13 7028
02 21 3160
12 03 4008
09 28 1508
09 16 2337
02 08 6717
11 27 7317
09 14 2910
05 30 3967
03 17 9407
10 14 9290
02 24 1460
01 05 9778
12 05 2516
02 22 8173
06 08 3418
03 07 1309
12 21 7702
12 22 4774
11 10 6262
03 27 5582
11 25 7411
09 16 3438
07 16 5134
07 24 5657
02 22 2533
04 24 9202
04 04 9883
06 02 6593
08 20 3055
04 16 7787
05 23 3626
09 28 6349
06 09 3493
08 10 1850
11 19 3316
01 10 3085
12 17 3278
04 09 1272
01 15 1231
02 11 6370
09 21 1972
11 18 3242
05 31 4590
12 24 2940
01 08 8263
05 07 8439
04 22 1557
01 17 2884
04 06 9096
08 29 2776
09 06 4924
09 12 2429
10 10 1042
08 06 3883
03 28 9479
11 18 6945
10 27 5108
09 28 7896
12 31 5784
04 08 1282
07 07 8625
04 02 9986
12 22 5512
09 03 5153
02 04 3638
01 20 5642
07 31 8860
08 26 1967
11 28 9339
07 30 7809
09 09 9708
09 10 2336
09 05 4567
10 12 7694
01 07 3222
09 23 7324
06 22 1198
06 14 4379
11 27 1449
09 07 7511
02 27 7424
07 17 1262
12 06 5165
12 17 6004
12 12 8387
09 29 7838
08 18 3784
05 25 7699
08 08 7532
03 12 8437
10 22 1511
05 03 9351
12 24 3170
03 11 6197
04 24 4196
03 13 3367
08 30 7330
07 27 8840
07 31 9370
06 16 7669
08 24 1811
04 04 2669
01 02 6928
10 04 1548
11 07 5594
11 05 4693
08 07 8632
03 22 4017
09 21 1324
01 06 9809
02 23 1264
06 10 8935
02 15 1484
09 27 5654
10 15 9692
09 16 6981
03 30 2126
11 17 5950
05 13 1396
02 23 6478
01 14 7635
01 21 1033
03 07 8183
09 30 1060
10 08 3920
01 21 3659
04 10 9761
01 24 6300
09 04 5728
02 17 7233
11 17 3706
01 13 5604
08 01 8385
12 17 4193
11 22 9998
10 17 5950
07 10 5249
12 04 1530
12 10 9850
06 09 2468
06 25 1483
02 06 1190
11 20 7892
09 24 8303
02 17 8375
08 07 5545
05 22 2982
02 03 9793
03 08 7484
01 31 1072
08 07 5965
01 30 7648
01 09 1200
06 17 8008
07 24 2595
11 07 5589
05 16 3000
09 27 2889
01 07 6571
03 14 6742
04 30 3737
11 11 3683
12 01 1204
01 22 1036
04 03 3631
08 10 8593
01 02 5669
11 24 5900
06 29 6406
09 04 4543
04 10 4069
04 25 7672
05 15 8029
11 12 1960
10 04 4620
01 20 6385
12 15 9949
03 19 7562
11 06 9250
11 30 4882
01 19 8467
09 25 7652
09 30 6685
01 23 9664
10 05 9973
03 05 4725
12 21 3748
06 21 7360
10 21 9220
03 15 2137
06 16 3072
03 18 5308
01 25 3577
11 20 6112
12 14 8759
03 25 1462
06 23 5357
04 10 8465
08 27 9704
05 31 5585
08 07 7751
04 02 4164
03 16 2291
02 06 7615
03 12 2741
11 03 7111
01 14 2067
05 15 7041
05 30 9505
07 11 7480
11 19 8659
11 05 6203
07 14 9335
09 17 8380
09 05 2792
08 10 4609
11 09 3928
09 07 4760
06 19 7622
08 26 6595
05 25 2119
09 06 4097
08 18 2850
10 20 6036
11 13 8614
04 18 9737
09 09 2171
06 07 1235
08 08 2210
06 19 4566
09 11 2499
07 25 5677
05 29 8168
10 11 7219
02 22 1231
09 04 7962
10 14 5990
06 16 9024
01 10 1365
11 02 4948
04 11 9740
03 21 9582
06 23 8788
07 27 9980
06 23 8335
02 07 3081
03 08 3310
12 10 6974
07 15 5772
12 02 3328
12 02 5203
12 05 1138
07 24 5256
07 18 6858
07 30 4944
03 09 5234
11 19 2426
11 13 8559
09 13 7725
03 04 4447
07 29 9533
01 05 1824
10 03 1951
11 12 6246
04 22 4380
02 24 8480
07 13 2465
07 15 5999
07 18 7158
08 25 7548
02 04 4595
10 15 2569
04 22 1947
10 15 3272
09 20 1342
06 07 9704
12 22 9682
08 08 5856
11 22 2041
10 28 3692
04 24 8710
12 08 3957
12 20 2760
04 18 6514
01 14 8753
07 31 6111
02 04 6395
09 12 9577
05 15 2131
03 22 9102
03 10 6037
01 23 5054
10 28 1467
05 26 7612
11 22 3583
08 12 2913
03 25 8827
03 20 9464
03 16 6837
10 30 2822
04 04 5306
10 27 4332
03 22 9466
05 04 2376
07 19 2461
08 15 4938
04 24 2119
01 29 4389
03 10 1783
12 19 8479
05 04 8817
10 28 5427
07 27 4453
04 26 2415
09 08 8372
05 12 6250
02 02 2086
06 24 8607
04 25 7063
09 17 2449
05 02 5958
11 11 1397
01 15 9141
09 13 5253
05 30 7308
01 26 5265
12 14 3908
01 16 3263
10 07 6807
08 19 3480
03 09 2105
02 03 8778
05 14 7085
01 26 8405
08 24 6249
06 08 1320
06 18 1360
07 16 3063
09 26 3222
05 07 9075
12 21 9723
08 07 9038
07 11 1990
03 15 1103
01 06 4481
06 25 8880
04 07 2703
03 05 3437
04 27 9127
03 25 2863
02 05 7677
12 15 2549
05 13 6071
07 09 4220
02 03 4826
10 21 9114
07 24 3110
07 31 1849
01 09 8053
12 01 9507
05 16 5858
11 21 7935
01 07 6846
09 13 6155
06 14 8910
08 19 8008
06 12 3960
02 22 5553
05 19 3411
07 03 4591
06 11 8524
10 04 4579
04 06 5990
02 15 6830
11 08 9180
01 24 4691
11 20 9553
01 21 9371
01 17 2030
10 04 2545
11 04 8437
03 28 4114
02 25 1147
07 28 7728
09 18 3641
03 30 4582
10 04 2225
10 13 9453
08 15 3539
10 17 6177
10 31 3629
02 21 3383
05 09 6400
10 30 8876
04 14 8603
01 26 4125
06 27 8373
07 19 7676
09 28 4792
06 01 2402
09 03 8272
09 14 2532
02 25 8381
01 31 6499
06 11 3455
12 14 8504
01 20 1267
06 02 5240
01 19 8467
12 11 1416
06 16 6516
04 24 2493
07 04 8805
08 01 2524
07 13 2120
01 19 4092
05 10 8171
10 16 7463
06 11 7658
01 26 3964
10 08 2981
02 09 9083
04 26 8848
03 04 5325
03 09 1613
03 11 6796
08 25 3294
12 08 5931
11 16 8912
10 27 4564
10 24 7798
06 05 6589
12 19 1935
08 13 8833
09 09 1595
02 05 1469
06 10 6603
05 12 9455
01 07 4640
10 26 9166
06 25 6071
12 15 4984
09 25 4740
05 18 9959
05 19 1046
01 15 3641
08 31 6789
06 28 4346
08 14 3068
01 26 6800
12 28 2715
01 31 4595
03 12 8891
03 23 1933
05 04 5898
02 20 9864
12 21 6577
08 05 1681
08 16 9854
08 20 5328
01 18 8726
02 11 3037
01 02 5823
03 15 9700
04 19 4428
08 27 8483
04 13 1630
07 02 2658
03 08 1013
09 22 4466
03 01 8689
01 16 3783
11 27 8524
12 20 3654
06 15 7473
09 30 9949
07 17 2036
03 03 8100
06 07 8948
11 03 7392
07 02 3469
10 06 3728
08 28 5600
05 03 4175
12 12 5402
07 16 6400
04 08 2560
03 21 4293
12 13 8658
11 16 7311
05 21 6143
