700
12.02 50.00
1.00 1.00
52.99 21.10
1.36 888.41
45.45 21.21
54.15 54.15000000000000
18.54 977.213
8343104.600072497 4672762.931049308
9089915.859228734 8966103.973907145
2570965.183223177 4259265.437379159
3837022.3015101436 3837022.3015101436
9650304.693392677 9634334.873285046
7174079.478527112 4942144.711678761
6517293.819812696 334754.639199103
9895725.097952541 3357591.52393998
4101898.7175112 9599669.358352015
2462684.3998925663 7399862.212271518
7116462.7535649035 2652286.7534011905
1351595.8913973114 416727.00122831087
8322975.4252502 2549230.89972808
9463896.104523202 6808280.628951242
6236767.067330161 2404302.769863461
9324896.26688443 9442015.682163721
3171630.4059635615 7509712.882131427
3041674.2185878376 9306827.286636416
37803.28653266052 3837022.3015101436
4186099.337951695 5650883.688393551
642144.1710724008 9878546.803593714
483062.4268200001 483062.4268200001
2013453.7302968681 483062.42682122026
4890217.557988124 2080995.88507506
8983752.600564264 4764917.437043145
7252900.88597449 226630.05908801215
8422004.296845326 4879906.439289642
4135511.354217576 8033239.475057498
335295.0678212585 7038879.318197873
1375346.664340914 5972759.449249157
9898721.711546332 4165584.8113273573
993918.1476000802 7849356.053924063
4928836.393712744 4503226.304115693
4543050.882315977 31330.18832171208
5782410.937417757 3692859.4068179075
8909414.157977868 2397203.331754328
3549961.5086356183 2396690.3609226085
9279932.368261557 3034864.5440604803
157627.00527193642 9674100.270736152
3120925.867545374 4523673.549326769
7047620.89936289 8265484.935214288
8486711.91390518 8232931.448340697
7476631.468937774 1698767.092966127
9748794.947944038 4486144.28333701
1153171.4717852327 4705701.080181955
3924657.9544219673 669021.2857086019
8929032.131275373 7819859.816868547
1185566.6461556258 6400166.491262297
9566628.203625077 4225453.544878132
3835680.53031628 4736936.081042483
223163.80811831515 1935901.7895780117
9080159.36838952 1054949.2161048257
7224191.301924704 7203340.614757738
2237844.476452503 6718259.815095507
3943275.087088961 5695016.504077069
8704483.222190257 2948204.7298362814
8161109.445037643 6419779.889755295
4935357.1746181995 1402469.610631062
2146585.777461778 9647662.74563752
991564.4363968911 1891917.1865607
4883942.855349369 4137782.6704466403
9782097.121103352 4391251.400334873
7364270.694794368 874589.4161935342
1034244.2387443451 2040595.5094799444
8666287.751032053 209729.511084914
1237746.1707652793 4188582.3838365064
2670440.362459873 6816571.943510532
4333508.8872209 3693575.1473008716
2682026.295588411 2186707.896425728
1755585.2270578365 678141.4263329278
3983175.093364266 7532493.113336311
4585516.976280384 5722930.5417555235
2390162.624913934 906978.6989505624
5041018.996209319 9089613.058908036
261679.08517452652 1112332.9881132082
9296386.748993501 8978558.248007681
85307.95304543037 7540127.977560778
8719888.90447542 1055443.3273143594
9763613.451032773 9471626.354595236
2013802.3091736813 3521998.286564163
3027878.6890864396 563471.8919383597
6455640.020169079 6859614.4159095595
3026672.658413987 4253953.481536037
2464505.1153463684 5040551.209772592
7068067.809762653 3647273.9013490085
2054403.240061925 5479996.964066192
5738468.737026269 5068025.833541272
8386731.662253929 8293256.1518440535
177654.83570817532 7925338.66932241
597053.738981802 1525843.6489860727
7158780.352336417 4785928.1264087595
5346660.229992176 7940292.486382971
2803712.34625581 4627544.301676894
4137309.8479274926 671988.3911615643
2258234.9054158977 9129081.275776366
3327927.5319648995 9607365.666496838
4458277.882605063 6550875.327666579
2004935.81821671 7691311.254642233
8237483.214381619 268486.20879067364
1383280.8984672274 6536641.883124901
8458047.16248428 9345519.169305267
8253107.347076272 3687032.4297737223
8590929.946237536 6665813.761168705
4137425.411473885 9675791.893141016
9228156.785628397 6092588.7321626255
1289006.2279169557 1626397.2332124277
379081.06802506116 3881900.4058482596
6430130.509856093 1556709.4724336362
9084114.066822218 1150033.3411462826
3226705.3103819364 1777317.3755279882
2873573.9447798957 3579214.961093373
4888658.088306365 6815463.280896223
3905940.909231996 1743301.3251176
9001404.098440997 1149525.886343008
8238949.3415465 444857.5888723838
7718573.852480159 4705047.81804847
9618590.17433913 8277314.462198014
7784082.057578121 3541813.257001998
7415228.94529106 9260651.388497703
6502004.773197478 1452494.416889988
3892700.1946000396 6846320.495340147
1735626.4575717584 9296904.649410557
6865361.61277187 6846894.378349906
6292405.96683529 2811905.645026864
9979748.64186082 9918182.216387006
9639503.088514073 6365540.8881594045
4351599.948551237 6106328.370879145
2794898.876178439 9664972.943085665
2095667.4488430626 3669668.955664477
5452027.943167161 6781326.139312302
4404870.4937136425 1894892.3101890713
7921242.365226315 2020545.5633210444
4266983.498502322 2949310.8379755695
4309303.509436806 5147905.067478306
6651199.502003287 945818.5890530247
7508501.507949431 9264806.391600613
7053544.170872367 7344378.438291959
1029884.3970784388 8240031.256960302
2659256.019323806 573638.0520225393
7490473.672836406 7013623.23721386
9061895.06989995 4328553.189900279
8652231.099538509 7320089.614094419
9473076.403981704 3384652.7230185717
7310936.459708056 3418633.632380382
2663367.4552612873 7966845.739374886
7046018.179667879 7271635.803171027
494032.0781220731 7720443.677699017
1867780.7414236336 278628.6711661601
5830940.242973383 4154329.463779696
4136354.7116349307 9151514.464476407
6876103.083116195 6060971.236347778
5777087.331985586 6807797.282444423
4508940.4327849 5865250.59130174
4779985.875478235 5262118.745305149
5098518.409785773 6113832.587898982
6246214.482475625 6412391.921755661
2429642.1322939564 4389075.062667503
4832531.822992915 8345355.649197231
8879829.177996252 1816240.800869936
3344956.7379852175 9327380.727487817
7790825.875109135 5030037.672363977
445829.5076409102 8999874.444337552
6097472.879789144 3976283.998822907
8963835.725956563 6464648.392829937
8708365.481052684 8246754.148556171
5134441.271277299 7923128.522330578
3876895.1331148525 2780031.4128441573
8248589.593079081 2324304.6149383984
1857899.3128448129 9708459.252031412
9650388.802331291 2079825.3405846755
7514287.979899792 6891043.971073219
9799919.500489065 7320669.152797347
1219652.5067157627 5244433.564718908
2205177.673844364 6398332.231815551
1397010.05792219 6368857.255357913
3427557.8827608046 2374488.7044279617
6340469.192052997 9163181.079539457
9078176.365916416 5096598.748873676
